net_store,city,address,name,regular_price,prom_price,discount,link_to_image
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Кефир Село Зеленое 3.2% 930г,"99,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/2c1/2c16a91950272c19d4e333593b4b08fa/9f801de5e3e3e87b6c9d26387f12a105.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Пудинг молочный Ehrmann Grand Dessert Шоколад 5.2% 200г,"99,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/5d9/5d9af9984afa3338d5362f78ebc848ff/9dae3561e3cf1f8215619d0b8282823e.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Напиток Фругурт кисломолочный со вкусом персика 1.5% 950г,"99,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/0b7/0b7ad95317b3d1c1521162799b5eab5d/5790d5a2946d3610c597cdd3d4802296.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Напиток Ne moloko рисовый классический лайт 1л,"122,99","96,99",21,https://img-dostavka.magnit.ru/resize/416x416/uf/d88/d888d995e646259602f982647ce7c1ee/1c446fbf464c79e754a287e5cf16f6b6.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Вкуснотеево ультрапастеризованное 3.2% 900мл,"93,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/e39/e39e9ee09cf2078cc582abb0a4c55f94/dc3fb6b91e95e0cc073aad7078354bb4.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог Минская Марка мягкий 4% 400г,"92,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/2d3/2d304935afe4b4071ac470317f9a6d56/3a0e97702f6b466f5c3ac35bf8cfba65.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молочный коктейль Parmalat Капуччино 1.5% 500мл,"89,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/415/415719c99789132333f7da68c100d837/a694bb63a12268398f7a9792e5c767b7.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог Простоквашино 2% 200г,"89,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/757/7572789eb40203cd32a9125282fb5135/637ddd8cca450121bd270adcaaea432a.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сливки Домик в деревне стерилизованные 20% 200г,"89,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/1e3/1e371abc986b0848725a4c1453db947c/8b1c1f537efb8ef0caff2647df94012f.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сливки Большая Кружка ультрапастеризованные 10% 500г,"89,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/581/581e73917e57a94ea5f8d10607926cd6/51a77743644350cc27f3672768f80764.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт питьевой Фруате Клубника Киви 1.5% 950мл,"139,99","89,99",35,https://img-dostavka.magnit.ru/resize/416x416/uf/6b9/6b9efc590e425ec32fa4742a78b65d6e/fb199f2e1dcc22b34bac28596fa58099.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Масло сливочное Крестьянское несоленое 72.5% 180г,"152,99","89,99",41,https://img-dostavka.magnit.ru/resize/416x416/uf/dbe/dbe66f52043628ce19a1ad67b913d441/5fadfb7b1ac4fbd30f33104c5e71ad34.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Кефир Молочная легенда термостатный 2.5% 900мл,"89,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/812/81205018395673ce5f8fc96d455fe6f8/a6db65d50cd5dd169858bed403e92429.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Майонез Слобода Оливковый 67% 375г,"119,99","89,99",25,https://img-dostavka.magnit.ru/resize/416x416/uf/eac/eac24e2bd4b511246f3e841adeb07dff/c87369d7d3ac541690345c9c88ea41b5.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Молти Бариста ультрапастеризованное 3.2% 1л,"89,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/6eb/6eb7aea259c4a28deb83e5998bbfd596/52e10581fb3c64b9bcf7bf1f3028975e.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молочный коктейль Parmalat Чоколатта Итальяна 1.9% 500мл,"89,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/be3/be34d392be8e615362465781ec0f9b17/32e436908f8bad0dcae0b8a13fcaa0be.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Домик в деревне ультрапастеризованное 2.5% 950г,"86,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/c13/c13a553064a4752fd599879717e436fb/9af2266703c42a9e7e7e87e2b6b1b043.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Село Зеленое ультрапастеризованное 3.2% 950мл,"119,99","84,99",29,https://img-dostavka.magnit.ru/resize/416x416/uf/a77/a774bd32d64ce320bb0bbd06f2367ece/9bb1d47c4ef1821ed074e9e593876f11.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Майонез Слобода на перепелиных яйцах 67% 375г,"109,99","84,99",22,https://img-dostavka.magnit.ru/resize/416x416/uf/edc/edcde37e927acc3421568555ef96b04f/75ef8b36d6acc2e86d68d7ea5a69a5e1.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сметана Простоквашино 20% 300г,"83,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/657/65767aa73520d0a3ecf7224b3ac2c8b5/b99e3f01baf45e59a152f57c5a723e81.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Домик в деревне стерилизованное 3.2% 950г,"82,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/724/724cb4f912f009fb02231809d45ffb98/2e0fa0914f6d3b19af6e68f872045e4e.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Царка лесные ягоды 3.5% 400г,"81,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/321/321305cb1d4968bfc298a2ceb4bd8420/1bf1e37c720c495ba62d0cf776c850ff.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Царка манго 3.5% 400г,"81,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/cb1/cb16f319ba7a1d76cd62a2ffd64758a8/2ea632a1ff71741e2bf461308af541fe.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Коломенский Клубника Банан 5% 170г,"79,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/bec/bec9260c85ccdb9dc22ff3500d5b77ab/dd48413bbae72d5b8be6a77e696babcb.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Кефир Эконива 3.2% 1л,"109,99","79,99",27,https://img-dostavka.magnit.ru/resize/416x416/uf/04d/04d9dbd68e42329ddb02d22615778273/d40fe73cd8ff623bff24be3037bd8b4f.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Эконива ультрапастеризованное 3.2% 1л,"99,99","79,99",20,https://img-dostavka.magnit.ru/resize/416x416/uf/8ec/8ec0ae7066ef9ba49f503d4e954becd4/b03ffb9b89182f869edae7b3a1ac0fa1.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Коломенский Малина и груша 5% 170г,"79,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/1c0/1c05c1ccb1b349d8bd54665247cd2a03/906e86d728b96fb91bc244aac91ce17a.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Майонез Mr.Ricco на перепелином яйце 67% 375г,"113,99","79,99",29,https://img-dostavka.magnit.ru/resize/416x416/uf/e6d/e6d1932b90f196e5e3bfe16ba81b2365/5f0a9f1b9e93edd32e22a3e79877ba5e.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сметана Домик в Деревне 20% 300г,"79,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/225/22516d6f346305ee20dbef98ac329b05/f1ad613f1c3d3deef25d4a2e77d40b63.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Эконива ультрапастеризованное 2.5% 1л,"89,99","75,99",15,https://img-dostavka.magnit.ru/resize/416x416/uf/a4d/a4da52cdac198c3bc7a8af24f831f2b0/52c68fdf37daa262e748b98f103d7f79.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Майонез Магнит Провансаль классический 67% 380мл,"75,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/aad/aad677202ad20dc4cc4c3e6b2f5b27d9/49f6c5ab5865ec9d7c78d31e06240bfb.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сметана Экомилк 20% 315г,"84,99","74,99",11,https://img-dostavka.magnit.ru/resize/416x416/uf/55a/55a4394a07cc1dab40d68b24761623f1/ae3d4ec85aef662e779542b180be9a7e.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Му-у ультрапастеризованное 3.2% 925мл,"89,99","74,99",16,https://img-dostavka.magnit.ru/resize/416x416/uf/295/295702a1fab970aa68cdb1167a25380e/d8620d176569ce0723e5b81d4fb3f195.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Домик в деревне ультрапастеризованное 1.5% 924мл,"74,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/7f9/7f93c1891ce24d9485b4a26e427a7574/f834859720d7fb6b2604fae27814dea4.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Домик в деревне пастеризованное 3.4-4.5% 930мл,"74,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/2fc/2fcd881c9dd37aa7cb084af67f671a59/6c803c04be2560f31b0eae54ad15d358.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог Кубанский молочник 9% 180г,"74,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/f43/f4320e91abaf720f4e8d73bc71b1bbcd/a67e2d36cff62833d62a14b8cd8f5b4c.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Кефир Простоквашино 3.2% 930г,"74,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/4e1/4e19abeb91cc4ee402d19fdd91beb737/e65370031792d8bb7e0c56f871f3a6b7.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Масса творожная Ростагроэкспорт Особая с курагой 23% 180г,"109,99","71,99",34,https://img-dostavka.magnit.ru/resize/416x416/uf/145/145cb2f8644d4c68344279c02c763721/6ac18d63eabaad1eb00b0ec78a9bc5de.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт питьевой Даниссимо Коктейль Shake со вкусом клубничного мороженого 2.6% 190г,"69,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/6bf/6bf69b818ae3acd7b13aedf55e77f8f5/f701cf60a60860d3613f58e1c565fc15.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Моя Славита пастеризованное 3.2% 900мл,"69,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/edc/edc5f5ea1ed0ca98f2cc47c28ab3ad9d/edc4075b60dc0b603cc45e7939605362.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Биокефирный продукт Домик в Деревне 1% 900г,"69,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/b1a/b1a412c13b321d48f10ece3e385d9d1e/7050d5d06e0ddccc31ffac68088ee7b4.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт питьевой Растишка Клубничный пломбир 2.8% 190г,"69,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/344/3448777a803482985e425da006198c8a/4b265780f4843205aa51a5d91cffbb6e.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Майонез Слобода Оливковый 67% 216г,"69,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/98b/98b7ca2afaabbfc7340b9cbfaaa89f31/4648995ecd51c7106c44081d70e775f4.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Даниссимо Фантазия с хрустящими шариками в шоколаде 6.9% 105г,"69,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/4dd/4dd190fd9942eb7eb2b13eced7c83249/4aa01faca758c2ec95360b4c4cb12d06.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Кефир Простоквашино 2.5% 930г,"69,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/24d/24d148d0b4adb3b21ada23c6c98e3a8d/59bbfaa3d5312c4956c1dcbd7f45ed30.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Свое Калужское ультрапастеризованное 3.2% 800мл,"69,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/158/15858d8e56046129318dbc92a6a6e625/bbfc57187f7c9928525f0aaa10433d25.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сырок глазированный А.Ростагрокомплекс Суфле с ванилью в молочном шоколаде 15% 40г,"69,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/7f9/7f963c2c22b43fb7c1a19586b04ae170/4b72764196f9da1c3ac24cdd2fc8896b.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Мацони РостАгроКомплекс 3.2% 300г,"69,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/7c5/7c533097da39abba07eb81735a46ab2c/f33b2d4a53cbacc7a2a2496b235f1941.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Му-у ультрапастеризованное 2.5% 925мл,"89,99","69,99",22,https://img-dostavka.magnit.ru/resize/416x416/uf/c6f/c6fde238c9f30401fd1170abfddf1964/5c53cbb6316688c943c06535d60b989d.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сметана Домик в Деревне 15% 300г,"69,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/93e/93e1d9cd643d481e1d732c8632030325/7ac48c3d5ed870d53c76cc07d5a7a225.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Домик в деревне пастеризованное 2.5% 930мл,"69,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/fdb/fdbbc5122a156139f82ceb9c35fc8796/c5bce37b9a1b9de2a5da2d17208a5d54.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сметана Экомилк 15% 315г,"69,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/f2e/f2ebd6b0b6669fdd5d6aee51fc356b27/967beeab6b1fa214219769e7f6767239.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог Кубанский Молочник 5% 180г,"79,99","69,99",12,https://img-dostavka.magnit.ru/resize/416x416/uf/da9/da9fcf5b89ee803d99fb84717e0a30fb/cc43732ac4a55676d5b58d5ff8b06aff.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сметана Простоквашино 15% 300г,"69,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/b8b/b8b744661182eb0eb0adf49426373d04/9903da2b930bd402d8721b16372a86c6.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Масса Творожная РостАгроКомплекс Особая изюм и шоколад 180г,"102,99","69,99",32,https://img-dostavka.magnit.ru/resize/416x416/uf/335/33537553e63b8f0ad4c57b635394d76d/abe03821234637a62abb705f51b348bf.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сметана Простоквашино 10% 300г,"69,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/6e4/6e4ae9709b98763c9b20758f15790515/46813497f5a38106ee6c0d82e972572a.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Кефир Домик в деревне 3.2% 900мл,"65,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/68b/68be44b495c1615c1da8625f81b0571e/0f50c066eda823834769905f1abd48a0.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Моя Славита ультрапастеризованное 2.5% 900мл,"65,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/b0e/b0e2078f630d00935991bc86e400dcd6/ae199372c899f7c366a4a32c04e514e2.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог Славянские Кружева 9% 180г,"65,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/a38/a38f7e6775a9138e3a11458082d08b9a/0e5276ba3fcbd3b815851367e23eb8e3.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Коломенский гранат айва 5% 170г,"75,99","64,99",14,https://img-dostavka.magnit.ru/resize/416x416/uf/c29/c291a40eba1ab25880da15da48486787/11f038fa1046f05ed64f1004be66cab3.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Простоквашино пастеризованное 2.5% 930мл,"63,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/f8c/f8c0e78ae80dcd8d8105aecbf3c09ab6/161efe9c7c129e0cf00933b0981a217b.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Кефир Село Зеленое 1% 930г,"63,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/6f7/6f7321b25ffe132d0161958d40fbe3e3/14223431a90d5fbe4c24ed214decbe37.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сырок глазированный Свитлогорье с ванилином 26% 50г,"62,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/4fc/4fcc8099a3bc86528597be84535ca4f5/462166d5a3e5a23398f7a74b8ba65a20.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Хуторок топленое пастеризованное 2.5% 900мл,"61,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/6d0/6d03d3a45ec33105664c0233a30b0e2d/f5c21dbfafbb799dac8945d3b9a55c66.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Продукт творожный Даниссимо с хрустящими шариками 7.2% 130г,"59,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/d4d/d4dc9222f225c5b33b680b2b6f244218/e90c1b9048957ec0b26da5ec3ffc91b3.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Биойогурт питьевой Актибио натуральный 1.8% 260г,"59,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/aa8/aa891139793e367303b0984d15c12d9b/f482225608abd13fd6a159d2da9276bc.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Биойогурт питьевой Актибио клубника-земляника 1.5% 260г,"59,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/a76/a76a7ebe093e19ab42acc6f7af0a2b12/c77bf6ad46c5c552cea076268906209d.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Моя Цена ультрапастеризованное 2.5% 970мл,"59,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/a21/a215f89f86ec551aa06287d13cab0a29/08c6726d7a85f1268f13e6a40c7ddb38.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог 101 Зерно Савушкин зерненый Черника 5% 130г,"59,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/587/58725c7056c7f0e5d81ecaa504d40e7e/68908b8e3e64606675e9965971f0e501.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Майонез Mr. Ricco на перепелином яйце 67% 220мл,"59,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/319/3190cf51e3b93881aa3cfae4291d3ba5/07967448b8eec3438077d9f7d0786705.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сметана Простоквашино 20% 180г,"59,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/d39/d3922573ae9027485ed73053b6e8dffc/38a091e6395acb606dd5e48464001573.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Биойогурт питьевой Актибио злаки 1.6% 260г,"59,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/9b0/9b02790d73f9661b3c8d1f7304ee1c76/cc032ec12701037add2c336173476407.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог Вкуснотеево с изюмом мягкий 5% 175г,"57,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/84b/84bca959aa4d46a875f4855992977c82/85c4600b95b9d50d211df97d88deb5bf.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Кефир Кубанский Молочник 2.5% 720г,"89,99","56,99",36,https://img-dostavka.magnit.ru/resize/416x416/uf/fc7/fc784e29c34a5fcfe4f688f3ed30a96e/60c8fa907fd454c6b992ec3bc04ad6a6.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Пирожное Kinder Pingui 30г,"56,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/809/809fea02e372a0bf49d5479427d99922/e14ec5f4c100074323c78ae164be69ff.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Молоко Кружева ультрапастеризованное 3.2% 973мл,"83,99","56,99",32,https://img-dostavka.magnit.ru/resize/416x416/uf/b4e/b4e522a7a811d061cf08fa62ab35d637/dd0618a6513cd4afce4cc14e880a469a.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творожный сырок А.Ростагрокомплекс Картошка в молочном шоколаде 20% 50г,"69,99","55,99",20,https://img-dostavka.magnit.ru/resize/416x416/uf/38d/38d21f773ce41c1b785c443424f132a4/b0e799e652d9f1a43b6a0ef6b0788e25.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сливки Большая кружка ультрапастеризованные 20% 200мл,"55,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/ba4/ba466fbb684c265af982108dc1fded91/5e61cf4b1e4bef3d0d64d7c737c13fd7.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сгущенка Моя цена варёная с сахаром змж 370г,"93,99","55,99",40,https://img-dostavka.magnit.ru/resize/416x416/uf/81f/81f7763c5c926d42782e98dafec4e2be/6cbc2a3778a671acc61c47ab27646dd1.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Даниссимо Фантазия с хрустящими шариками с ягодным вкусом 6.9% 105г,"69,99","55,99",20,https://img-dostavka.magnit.ru/resize/416x416/uf/654/654c8b193de385bb8eeadebbb44f96ab/d2415f057774534e93af7dc557cad6e5.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сливки Альпенгурт для кофе 10% 10шт*10г,"55,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/7f7/7f722348893544fc9780d3e97fb29edc/ba97a35892326ee94c10e126545c42eb.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт питьевой Чудо клубника земляника 1.9% 260г,"54,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/cbb/cbba4108f8fefa21c0482394433fdde3/84aafcad7888fdbef045ffb0cb0ba913.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сметана Моя цена 15% 300г,"54,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/ccb/ccb1fca51a9693293b2b3a26dc484bf0/25a0ac3e552cab4e05a774bbffa98cc1.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт питьевой Чудо ягодное мороженое 1.9% 260г,"54,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/60a/60a227a8dc610dd34259d458f446d115/78403bef76028f2f762e72b8c5468796.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт питьевой Чудо дыня манго персик 1.9% 260г,"54,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/c45/c45256f60107e9dc83a9edc0bc59bcfa/dc51a22b53cafa4d7d8c88f6ec16e606.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт питьевой Epica Маракуйя и мангостин 2.5% 260г,"76,99","54,99",28,https://img-dostavka.magnit.ru/resize/416x416/uf/d30/d30d2a09ae7d4cedfda5213fb2ebaae1/ba0d21881a27baa3ffe30bd6987e86ae.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сметана Домик в Деревне 20% 180г,"54,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/4e7/4e7116322ae169f71ff3fb61be939e79/f7ce8563d99b1f0162f30fbfa766069c.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Биойогурт питьевой Тема Банан и Земляника 2.8% 210г,"54,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/016/016d3b6f387c523ce700320efa00e579/3619f9bec37bec6b89b8ae6dd29a91b9.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Спред Кремлевское растительно-жировой 72.5% 180г,"71,99","54,99",23,https://img-dostavka.magnit.ru/resize/416x416/uf/c1f/c1f5ca70ec0ceca454968b360ac6732a/4fb91ff97785a5ee98f2098730191733.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Снежок Молочное царство 2.5% 450г,"54,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/ae4/ae4365b3d4d91a8bd1864deb31068efa/30ce681b4a0a92a25269946e02c8dd74.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Фругурт Вишня 2% 240г,"52,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/564/564e5e0464add4cc080fe693c9736bab/f608cd9358af4a83c22e2f3b7887ffcf.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Творог 101 Зерно + Сливки зернистый манго-маракуйя 5% 130г,"52,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/2c8/2c8684a3ce3cc158eacd67727752b9ec/3799ff0d39a0fb1d84e93c8d90f9d64f.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Савушкин греческий Манго чиа 2% 140г,"52,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/30d/30d874b0f13cea598fbee461984e1fa8/fd1e285382bac4fc0e0bb82de80bba6a.jpeg
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Йогурт Фругурт персик-маракуйя 2% 240г,"52,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/633/633650122cd4c9862e2f08e004cf657d/0195eae8429948f1f6b5577c0f2c2603.png
Magnit,Москва,"Москва г, Пулковская ул, 2, помещ 4Н",Сливки Домик в Деревне 10% стерилизованные 200мл,"52,99",-,-,https://img-dostavka.magnit.ru/resize/416x416/uf/13a/13a62a3920362863277db2f035d362a4/8207d3e7a4ab0721fc8c409adb6cc271.png
